Feature,AM1,AM2,AM3,FM3,FM4,FM5
Pdk1,1447.1514623590147,1282.3325997153713,1477.6457424741548,776.8607035429875,793.2766675576856,883.020489165484
Pdk2,2434.025612818616,2115.8487895303624,2508.584721768283,442.405785268277,441.96842906785344,385.1366201331942
Pdk3,498.88121547807344,416.75809490749566,398.52266288195614,128.19165455486024,138.05074474380504,191.57054680200332
Pdk4,250.43045142054083,236.06577403851153,215.82461591843972,56.86697457696807,30.906883151598144,41.90605711293823
Pdlim1,97.00468078740317,98.11787316003978,120.46025074517566,26.023869721663353,15.453441575799072,20.953028556469114
Pdlim2,237.56248356098735,457.55958671662114,229.87831183871023,18.313093507837173,18.544129890958885,18.957502027281578
Pdlim3,44.54296566768513,39.830027718431985,54.20711283532905,7.710776213826179,6.181376630319629,5.986579587562604
Pdlim4,169.26326953720348,199.15013859215992,168.64435104324593,259.27485018990524,294.645619378569,256.4251590005982
Pdlim5,400.88669100916616,358.4702494658879,372.42294188716807,121.44472536776232,76.23697844060875,94.7875101364079
Pdlim7,666.1647976522687,832.5447257242979,784.9993006893948,794.2099500240964,786.0650614889795,690.452179098887
Pdp1,3475.341165760944,3238.861278372006,3044.632837584315,1278.0611574416891,1146.645364924291,1473.6963418049943
Pdp2,210.83670416037629,190.40696177591877,202.7747554210457,414.4542214931571,393.547645463683,394.1164895145381
Pdpk1,3635.6958421646104,3170.8587920234636,3426.090298277371,2079.9818836796117,1661.7600841175936,2334.7660391494155
Pdpn,178.17186267074052,181.6637849596776,164.62900935174008,326.7441420608843,311.1292903927546,292.34463652597384
Pdrg1,720.606200134995,856.8313279916345,889.398184668547,1467.9390217071589,1737.9970625582023,1363.94238269968
Pds5a,1032.4069598087908,913.1762452518553,926.5400953149762,1806.2493280887825,1475.2885557696181,1905.7278353740955
Pds5b,3097.2208794263724,2792.959260743706,2625.029630821953,2905.034938559013,2322.137154123407,3226.7663976962435
Pdss1,188.07029948578165,205.95038722701418,195.74790746091045,405.7795982526027,373.9732861343375,420.05833439397605
Pdss2,250.43045142054083,230.23698949435075,232.8898181073396,235.17867452169844,258.5875890350378,234.47436717953534
Pdx1,0.989843681504114,0,0,0,0,0
Pdxdc1,1761.9217530773228,1964.3003913821824,1934.3908598829457,1542.1552427652357,1779.2062400936663,1661.2758355486226
Pdxk,4793.812949524424,4770.8601493955975,4933.85110343782,613.9705560259094,711.888541925144,631.5841464878547
Pdxp,1325.4006895340085,1635.9455287277917,1398.342744066914,742.1622105807697,706.7373947332109,649.5438852505425
Pdyn,817.6108809223981,636.3089794042183,928.5477661607291,54.93928052351152,59.75330742642308,62.85908566940734
Pdzd11,609.7437078065342,557.6203880580479,591.2590640742372,519.5135474065388,527.4774724539417,545.7765057327907
Pdzd2,2750.7755908999325,1737.9492582506055,3040.617495892809,659.2713662821383,635.6515634845351,736.3492892702003
Pdzd3,10.888280496545253,17.486353632482334,15.057531343146957,10.602317294010996,11.332523822252652,4.9888163229688365
Pdzd4,3448.615386360333,3869.3414732320634,3715.194900065793,5742.600585247046,6539.896474878167,5745.120877530912
Pdzd7,127.6898349140307,124.34740360876327,157.60216139160482,207.22711074657855,227.68070588343966,220.5056814752226
Pdzd8,1871.7944017242794,1711.7197278018818,1457.5690340166254,1029.3886245457948,910.7228235337586,1189.3338113957707
Pdzd9,56.42108984573449,24.286602267336576,32.122733532046844,14.457705400924086,20.604588767732096,26.939608144031716
Pdzk1,8.908593133537025,3.8858563627738523,5.01917711438232,2.891541080184817,1.0302294383866049,0.9977632645937673
Pdzk1ip1,3.959374726016456,3.8858563627738523,5.01917711438232,0.9638470267282724,0,0
Pdzrn3,852.2554097750422,899.5757479821468,897.4288680515587,1397.578188755995,1182.7033952678223,1240.2197378900528
Pdzrn4,143.52733381809654,195.26428222938608,170.65202188899886,407.7072923060592,389.4267277101366,354.2059589307874
Pea15a,10202.318825262902,11878.091436908973,10606.525078112718,7588.367641431688,7710.237116885351,7008.289170506621
Pea15b,0,0,0,0,0,0
Pear1,105.9132739209402,95.20348088795939,136.52161751119908,96.38470267282723,77.26720787899536,70.84119178615748
Pebp1,6434.973773458245,6214.455788166083,6732.724181232443,6425.968127197391,6997.3183455218195,5499.6711144408455
Pebp4,0,1.9429281813869261,3.0115062686293914,0,3.0906883151598143,0.9977632645937673
Pecam1,449.3890314028677,442.98762535621916,446.7067631800264,356.62339988946076,311.1292903927546,292.34463652597384
Peci,521.6476201526681,441.04469717483227,551.1056471591786,732.523740313487,671.7095938280663,630.5863832232609
Pecr,71.2687450682962,67.03102225784895,76.29149213861125,66.50544484425079,62.843995741582894,66.85013872778241
Pef1,1106.6452359215994,999.6365493235735,986.770220687564,532.0435587540063,479.0566888497712,455.97781191935167
Peg12,0.989843681504114,1.9429281813869261,1.0038354228764639,33.73464593548953,19.57435932934549,30.930661202406785
Peg3,10284.475850827745,11236.925137051288,10145.76461901242,4505.021002927945,3284.371449576496,4048.923327721508
Peli1,899.7679064872395,833.5161898149913,749.8650608887185,2505.0384224667796,2400.434591440789,2638.0860715859208
Peli2,679.0327655118222,620.7655539531229,680.6004167102425,866.4984770287168,722.1908363090099,802.201664733389
Peli3,495.9116844335611,562.4777085115152,534.0404449702787,360.47878799637385,410.0313164778687,359.19477525375623
Pelo,280.12576186566423,251.60919948960694,250.95885571911597,229.39559236132882,244.16437689762535,226.4922610627852
Pelp1,854.2350971380504,887.9181788938253,893.4135263600529,1432.2766817182128,1493.832685660577,1261.1727664465218
Pemt,18.807029948578165,35.944171355658135,24.09205014903513,32.77079890876126,31.937112589984746,31.928424467000553
Penk,5447.109779317139,5749.1244887239145,6011.970347607142,148.43244211615394,182.35061059442904,191.57054680200332
Peo1,313.7804470368041,448.81640990037994,420.60704218523836,935.8954629531524,960.1738365763157,794.2195586166388
Pepd,560.2515237313285,584.8213825974648,544.0787991990434,395.17728095859167,436.8172818759204,391.1231997207568
Per1,2329.10218257918,2707.4704207626814,2079.946996200033,740.2345165273132,693.344412034185,771.2710035309822
Per2,944.3108721549247,798.5434825500266,806.0798445698005,412.52652743970054,375.00351557272415,420.05833439397605
Per3,1123.4725785071694,771.3424880106097,1190.548811531486,113.73394915393614,89.62996113963462,126.71593460340846
Perp,116.80155441748545,112.68983452044172,113.43340278504041,51.08389241659843,49.45101304255703,43.901583642125765
Pes1,485.0234039370158,499.33254261644004,557.1286596964375,828.9084429863142,879.8159403821605,861.0696973444212
Pet112l,365.25231847501806,396.35734900293295,406.55334626496784,328.67183611434086,322.4618142150073,348.2193793432248
Pet2,0,0,0,0,0,0
