Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM7759858,"rna-seq_hippoc_control_female_8w_biological_rep1_vial_90245015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997686",SRX20997686,"Euan Ashley","Sep 30, 2023"
GSM7759859,"rna-seq_hippoc_control_female_8w_biological_rep2_vial_90248015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997687",SRX20997687,"Euan Ashley","Sep 30, 2023"
GSM7759860,"rna-seq_hippoc_training_female_8w_biological_rep1_vial_90251015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997688",SRX20997688,"Euan Ashley","Sep 30, 2023"
GSM7759861,"rna-seq_hippoc_control_female_8w_biological_rep3_vial_90252015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997689",SRX20997689,"Euan Ashley","Sep 30, 2023"
GSM7759862,"rna-seq_hippoc_training_female_8w_biological_rep2_vial_90254015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997485",SRX20997485,"Euan Ashley","Sep 30, 2023"
GSM7759863,"rna-seq_hippoc_training_female_8w_biological_rep3_vial_90258015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997486",SRX20997486,"Euan Ashley","Sep 30, 2023"
GSM7759864,"rna-seq_hippoc_training_female_8w_biological_rep4_vial_90259015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997487",SRX20997487,"Euan Ashley","Sep 30, 2023"
GSM7759865,"rna-seq_hippoc_control_female_8w_biological_rep4_vial_90265015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997488",SRX20997488,"Euan Ashley","Sep 30, 2023"
GSM7759866,"rna-seq_hippoc_control_female_8w_biological_rep5_vial_90266015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997489",SRX20997489,"Euan Ashley","Sep 30, 2023"
GSM7759867,"rna-seq_hippoc_training_female_8w_biological_rep5_vial_90267015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997490",SRX20997490,"Euan Ashley","Sep 30, 2023"
GSM7759868,"rna-seq_hippoc_training_male_4w_biological_rep1_vial_90280015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997491",SRX20997491,"Euan Ashley","Sep 30, 2023"
GSM7759869,"rna-seq_hippoc_training_male_4w_biological_rep2_vial_90281015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997492",SRX20997492,"Euan Ashley","Sep 30, 2023"
GSM7759870,"rna-seq_hippoc_training_male_4w_biological_rep3_vial_90283015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997493",SRX20997493,"Euan Ashley","Sep 30, 2023"
GSM7759871,"rna-seq_hippoc_training_male_4w_biological_rep4_vial_90289015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997494",SRX20997494,"Euan Ashley","Sep 30, 2023"
GSM7759872,"rna-seq_hippoc_training_male_4w_biological_rep5_vial_90292015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997496",SRX20997496,"Euan Ashley","Sep 30, 2023"
GSM7759873,"rna-seq_hippoc_training_female_4w_biological_rep1_vial_90406015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997497",SRX20997497,"Euan Ashley","Sep 30, 2023"
GSM7759874,"rna-seq_hippoc_training_female_4w_biological_rep2_vial_90410015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997498",SRX20997498,"Euan Ashley","Sep 30, 2023"
GSM7759875,"rna-seq_hippoc_training_female_4w_biological_rep3_vial_90412015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997499",SRX20997499,"Euan Ashley","Sep 30, 2023"
GSM7759876,"rna-seq_hippoc_training_female_4w_biological_rep4_vial_90416015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997500",SRX20997500,"Euan Ashley","Sep 30, 2023"
GSM7759877,"rna-seq_hippoc_training_female_4w_biological_rep5_vial_90420015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997501",SRX20997501,"Euan Ashley","Sep 30, 2023"
GSM7759878,"rna-seq_hippoc_training_male_1w_biological_rep1_vial_90421015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997502",SRX20997502,"Euan Ashley","Sep 30, 2023"
GSM7759879,"rna-seq_hippoc_training_male_1w_biological_rep2_vial_90422015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997503",SRX20997503,"Euan Ashley","Sep 30, 2023"
GSM7759880,"rna-seq_hippoc_training_male_1w_biological_rep3_vial_90423015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997508",SRX20997508,"Euan Ashley","Sep 30, 2023"
GSM7759881,"rna-seq_hippoc_training_male_1w_biological_rep4_vial_90426015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997507",SRX20997507,"Euan Ashley","Sep 30, 2023"
GSM7759882,"rna-seq_hippoc_training_male_1w_biological_rep5_vial_90430015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997505",SRX20997505,"Euan Ashley","Sep 30, 2023"
GSM7759883,"rna-seq_hippoc_training_male_2w_biological_rep1_vial_90439015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997504",SRX20997504,"Euan Ashley","Sep 30, 2023"
GSM7759884,"rna-seq_hippoc_training_male_2w_biological_rep2_vial_90441015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997110",SRX20997110,"Euan Ashley","Sep 30, 2023"
GSM7759885,"rna-seq_hippoc_training_male_2w_biological_rep3_vial_90444015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997109",SRX20997109,"Euan Ashley","Sep 30, 2023"
GSM7759886,"rna-seq_hippoc_training_male_2w_biological_rep4_vial_90449015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997108",SRX20997108,"Euan Ashley","Sep 30, 2023"
GSM7759887,"rna-seq_hippoc_training_male_2w_biological_rep5_vial_90450015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997107",SRX20997107,"Euan Ashley","Sep 30, 2023"
GSM7759888,"rna-seq_hippoc_training_female_1w_biological_rep1_vial_90559015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997106",SRX20997106,"Euan Ashley","Sep 30, 2023"
GSM7759889,"rna-seq_hippoc_training_female_1w_biological_rep2_vial_90560015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997105",SRX20997105,"Euan Ashley","Sep 30, 2023"
GSM7759890,"rna-seq_hippoc_training_female_1w_biological_rep3_vial_90564015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997104",SRX20997104,"Euan Ashley","Sep 30, 2023"
GSM7759891,"rna-seq_hippoc_training_female_1w_biological_rep4_vial_90567015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997103",SRX20997103,"Euan Ashley","Sep 30, 2023"
GSM7759892,"rna-seq_hippoc_training_female_1w_biological_rep5_vial_90571015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997101",SRX20997101,"Euan Ashley","Sep 30, 2023"
GSM7759893,"rna-seq_hippoc_training_female_2w_biological_rep1_vial_90576015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997100",SRX20997100,"Euan Ashley","Sep 30, 2023"
GSM7759894,"rna-seq_hippoc_training_female_2w_biological_rep2_vial_90578015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997099",SRX20997099,"Euan Ashley","Sep 30, 2023"
GSM7759895,"rna-seq_hippoc_training_female_2w_biological_rep3_vial_90581015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997098",SRX20997098,"Euan Ashley","Sep 30, 2023"
GSM7759896,"rna-seq_hippoc_training_female_2w_biological_rep4_vial_90585015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997097",SRX20997097,"Euan Ashley","Sep 30, 2023"
GSM7759897,"rna-seq_hippoc_training_female_2w_biological_rep5_vial_90587015202","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997096",SRX20997096,"Euan Ashley","Sep 30, 2023"
GSM7759898,"rna-seq_cortex_control_male_8w_biological_rep1_vial_90217015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997095",SRX20997095,"Euan Ashley","Sep 30, 2023"
GSM7759899,"rna-seq_cortex_training_male_8w_biological_rep1_vial_90218015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997094",SRX20997094,"Euan Ashley","Sep 30, 2023"
GSM7759900,"rna-seq_cortex_training_male_8w_biological_rep2_vial_90222015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997093",SRX20997093,"Euan Ashley","Sep 30, 2023"
GSM7759901,"rna-seq_cortex_training_male_8w_biological_rep3_vial_90223015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997092",SRX20997092,"Euan Ashley","Sep 30, 2023"
GSM7759902,"rna-seq_cortex_training_male_8w_biological_rep4_vial_90225015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997128",SRX20997128,"Euan Ashley","Sep 30, 2023"
GSM7759903,"rna-seq_cortex_training_male_8w_biological_rep5_vial_90227015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997129",SRX20997129,"Euan Ashley","Sep 30, 2023"
GSM7759904,"rna-seq_cortex_control_male_8w_biological_rep2_vial_90229015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997130",SRX20997130,"Euan Ashley","Sep 30, 2023"
GSM7759905,"rna-seq_cortex_control_male_8w_biological_rep3_vial_90232015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997131",SRX20997131,"Euan Ashley","Sep 30, 2023"
GSM7759906,"rna-seq_cortex_control_male_8w_biological_rep4_vial_90237015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997132",SRX20997132,"Euan Ashley","Sep 30, 2023"
GSM7759907,"rna-seq_cortex_control_male_8w_biological_rep5_vial_90239015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997112",SRX20997112,"Euan Ashley","Sep 30, 2023"
GSM7759908,"rna-seq_cortex_control_female_8w_biological_rep1_vial_90245015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997113",SRX20997113,"Euan Ashley","Sep 30, 2023"
GSM7759909,"rna-seq_cortex_control_female_8w_biological_rep2_vial_90248015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997114",SRX20997114,"Euan Ashley","Sep 30, 2023"
GSM7759910,"rna-seq_cortex_training_female_8w_biological_rep1_vial_90251015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997115",SRX20997115,"Euan Ashley","Sep 30, 2023"
GSM7759911,"rna-seq_cortex_control_female_8w_biological_rep3_vial_90252015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997116",SRX20997116,"Euan Ashley","Sep 30, 2023"
GSM7759912,"rna-seq_cortex_training_female_8w_biological_rep2_vial_90254015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997118",SRX20997118,"Euan Ashley","Sep 30, 2023"
GSM7759913,"rna-seq_cortex_training_female_8w_biological_rep3_vial_90258015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997119",SRX20997119,"Euan Ashley","Sep 30, 2023"
GSM7759914,"rna-seq_cortex_training_female_8w_biological_rep4_vial_90259015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997120",SRX20997120,"Euan Ashley","Sep 30, 2023"
GSM7759915,"rna-seq_cortex_control_female_8w_biological_rep4_vial_90265015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997121",SRX20997121,"Euan Ashley","Sep 30, 2023"
GSM7759916,"rna-seq_cortex_control_female_8w_biological_rep5_vial_90266015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997122",SRX20997122,"Euan Ashley","Sep 30, 2023"
GSM7759917,"rna-seq_cortex_training_female_8w_biological_rep5_vial_90267015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997123",SRX20997123,"Euan Ashley","Sep 30, 2023"
GSM7759918,"rna-seq_cortex_training_male_4w_biological_rep1_vial_90280015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997124",SRX20997124,"Euan Ashley","Sep 30, 2023"
GSM7759919,"rna-seq_cortex_training_male_4w_biological_rep2_vial_90281015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997125",SRX20997125,"Euan Ashley","Sep 30, 2023"
GSM7759920,"rna-seq_cortex_training_male_4w_biological_rep3_vial_90283015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997126",SRX20997126,"Euan Ashley","Sep 30, 2023"
GSM7759921,"rna-seq_cortex_training_male_4w_biological_rep4_vial_90289015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997127",SRX20997127,"Euan Ashley","Sep 30, 2023"
GSM7759922,"rna-seq_cortex_training_male_4w_biological_rep5_vial_90292015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997697",SRX20997697,"Euan Ashley","Sep 30, 2023"
GSM7759923,"rna-seq_cortex_training_female_4w_biological_rep1_vial_90406015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997698",SRX20997698,"Euan Ashley","Sep 30, 2023"
GSM7759924,"rna-seq_cortex_training_female_4w_biological_rep2_vial_90410015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997133",SRX20997133,"Euan Ashley","Sep 30, 2023"
GSM7759925,"rna-seq_cortex_training_female_4w_biological_rep3_vial_90412015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997134",SRX20997134,"Euan Ashley","Sep 30, 2023"
GSM7759926,"rna-seq_cortex_training_female_4w_biological_rep4_vial_90416015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997135",SRX20997135,"Euan Ashley","Sep 30, 2023"
GSM7759927,"rna-seq_cortex_training_female_4w_biological_rep5_vial_90420015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997136",SRX20997136,"Euan Ashley","Sep 30, 2023"
GSM7759928,"rna-seq_cortex_training_male_1w_biological_rep1_vial_90421015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997137",SRX20997137,"Euan Ashley","Sep 30, 2023"
GSM7759929,"rna-seq_cortex_training_male_1w_biological_rep2_vial_90422015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997138",SRX20997138,"Euan Ashley","Sep 30, 2023"
GSM7759930,"rna-seq_cortex_training_male_1w_biological_rep3_vial_90423015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997139",SRX20997139,"Euan Ashley","Sep 30, 2023"
GSM7759931,"rna-seq_cortex_training_male_1w_biological_rep4_vial_90426015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997404",SRX20997404,"Euan Ashley","Sep 30, 2023"
GSM7759932,"rna-seq_cortex_training_male_1w_biological_rep5_vial_90430015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997406",SRX20997406,"Euan Ashley","Sep 30, 2023"
GSM7759933,"rna-seq_cortex_training_male_2w_biological_rep1_vial_90439015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997407",SRX20997407,"Euan Ashley","Sep 30, 2023"
GSM7759934,"rna-seq_cortex_training_male_2w_biological_rep2_vial_90441015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997408",SRX20997408,"Euan Ashley","Sep 30, 2023"
GSM7759935,"rna-seq_cortex_training_male_2w_biological_rep3_vial_90444015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997409",SRX20997409,"Euan Ashley","Sep 30, 2023"
GSM7759936,"rna-seq_cortex_training_male_2w_biological_rep4_vial_90449015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997410",SRX20997410,"Euan Ashley","Sep 30, 2023"
GSM7759937,"rna-seq_cortex_training_male_2w_biological_rep5_vial_90450015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997693",SRX20997693,"Euan Ashley","Sep 30, 2023"
GSM7759938,"rna-seq_cortex_training_female_1w_biological_rep1_vial_90559015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997694",SRX20997694,"Euan Ashley","Sep 30, 2023"
GSM7759939,"rna-seq_cortex_training_female_1w_biological_rep2_vial_90560015302","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997695",SRX20997695,"Euan Ashley","Sep 30, 2023"
